city,date,fare,ride_id
Mathewfurt,2017-01-01 11:03:54,6.16,3282415644971
Mcdonaldfort,2017-01-01 21:12:29,11.64,4063136206490
Thomashaven,2017-01-02 16:07:31,35.99,7415501070033
East Karenmouth,2017-01-03 09:16:53,15.91,5196854460659
Theresaland,2017-01-02 01:26:37,24.09,2567014018059
New Jasonfort,2017-01-02 21:29:38,31.05,8993473100921
Tammyburgh,2017-01-02 23:58:17,11.68,1012442651497
Johnsonburgh,2017-01-02 06:49:39,16.03,1766272228526
North Sandra,2017-01-01 03:46:08,11.4,9810086733911
Markborough,2017-01-02 07:07:26,16.74,6121304785623
Port Albert,2017-01-02 04:30:56,20.24,9266224167931
Smithland,2017-01-01 09:10:02,27.75,6637557127917
Lake David,2017-01-03 02:08:58,12.86,6289163882928
Evansburgh,2017-01-02 10:36:12,8.63,5052374280347
New Jonathanberg,2017-01-01 01:26:29,27.28,8190298362576
Piercetown,2017-01-02 04:14:09,27.1,1241988004584
North Erikaport,2017-01-01 02:48:18,36.78,0379861751841
Port Brianborough,2017-01-01 21:57:31,39.24,3509409002297
East James,2017-01-01 09:16:23,27.45,3455121156919
Joefort,2017-01-01 05:48:38,7.32,8507078367636
Joefort,2017-01-01 18:23:17,39.57,9708004473745
Port Albert,2017-01-02 21:04:42,9.78,7528904645910
Port Stacyfort,2017-01-03 08:21:17,4.67,8298696344597
Piercetown,2017-01-01 14:36:53,33.31,1167305732049
Alexisfort,2017-01-02 20:59:13,34.34,8805663343516
Mcdonaldfort,2017-01-01 08:34:22,26.65,3085017641719
Jamesbury,2017-01-02 16:49:33,36.79,0684642878861
North Rachaelberg,2017-01-01 05:31:33,43.71,0708555940672
Alexisfort,2017-01-02 20:14:47,40.78,0718748310366
New Charlotte,2017-01-03 09:00:24,23.12,3041117973310
Tammyburgh,2017-01-02 21:10:16,31.16,7261786411548
Theresaland,2017-01-01 19:44:20,26.79,8673396082008
East Karenmouth,2017-01-01 08:55:33,7.5,1582004688693
Mathewfurt,2017-01-01 05:05:57,8.75,5700287308497
North Krystal,2017-01-01 05:33:39,24.21,8317085495020
South John,2017-01-02 07:08:53,35.74,0792235815848
New Adrian,2017-01-01 21:33:01,17.21,7848596891434
West Nancy,2017-01-02 08:53:24,41.63,1790884674037
Port Albert,2017-01-03 07:08:02,31.02,9429499636193
West Nancy,2017-01-02 10:25:29,28.75,0420574643272
North Audreyfort,2017-01-02 13:42:06,15.36,4792580788183
Suzanneborough,2017-01-02 16:41:43,30.29,4196225722660
Piercetown,2017-01-02 18:59:59,18.64,1637332916335
Whitneyfurt,2017-01-02 06:23:41,38.39,2917853307645
East Karenmouth,2017-01-03 09:47:52,42.32,7775806505853
Lake Robertstad,2017-01-03 03:35:12,40.37,3694162634219
Smithland,2017-01-01 22:35:02,43.07,5327271865745
Suzanneborough,2017-01-02 21:28:00,23.89,0778683369911
Brianfurt,2017-01-03 03:45:33,29.17,7409149954688
Alexisfort,2017-01-01 08:17:58,44.62,0295546188958
South Mariahaven,2017-01-03 10:15:29,25.64,7957001806670
Smithland,2017-01-01 07:34:02,28.1,1307553594130
Whitneyfurt,2017-01-01 03:08:29,28.9,7568190261265
Johnsonburgh,2017-01-01 07:01:45,12.96,1078000483078
Jamesbury,2017-01-03 12:05:38,18.32,9310585516966
Suzanneborough,2017-01-03 00:23:41,42.4,0553974397886
New Jasonfort,2017-01-03 09:38:01,29.93,1725028517116
Jillmouth,2017-01-02 04:02:20,32.14,8696649469913
Alexisfort,2017-01-01 05:29:25,40.1,9106736762371
Johnsonburgh,2017-01-02 07:50:50,26.2,6380583761517
Brianfurt,2017-01-02 20:44:53,8.65,7399884221902
East James,2017-01-01 06:58:37,14.63,4680323371559
Marychester,2017-01-01 00:07:43,33.96,1737529201661
Lake Robertstad,2017-01-02 00:16:02,19.37,2163159975822
Suzanneborough,2017-01-03 11:51:26,21.95,2744107771286
Melissaborough,2017-01-01 23:11:26,34.98,6892029262149
Theresaland,2017-01-02 04:27:10,9.46,3340659144692
Lake Robertstad,2017-01-02 15:18:38,41.59,7886278389886
West Kennethland,2017-01-02 00:35:16,6.69,5622264786497
West Nancy,2017-01-02 05:41:36,9.11,0129959646432
West Kennethland,2017-01-01 02:23:12,19.81,4559070709178
Port Stacyfort,2017-01-02 10:15:17,11.35,7605987824750
Alexisfort,2017-01-01 02:11:46,13.99,0721622007474
New Timothy,2017-01-02 18:27:53,13.21,9092292073924
Markborough,2017-01-02 01:30:11,25.33,1968688045494
Karenfurt,2017-01-03 04:34:51,34.87,2170143080929
Whitneyfurt,2017-01-02 00:36:41,5.06,1276190105408
New Timothy,2017-01-03 11:22:20,13.77,7722660836715
Smithland,2017-01-02 11:07:35,31.74,8238627703673
Mcdonaldfort,2017-01-01 21:23:03,14.69,8826483988169
Floresbury,2017-01-02 21:55:18,24.61,1352354833117
East Rose,2017-01-01 03:09:55,22.28,7943857695186
North Erikaport,2017-01-01 09:24:40,34.0,5936836273651
Jamesbury,2017-01-01 20:09:11,35.9,1128075647254
Jamesbury,2017-01-01 12:35:58,20.55,8094789920019
Markborough,2017-01-02 14:48:31,22.27,6053549630263
Lake Robertstad,2017-01-01 16:38:38,5.34,8049657113550
Port Meghanton,2017-01-03 12:25:35,23.32,6022343054896
New Timothy,2017-01-03 09:17:28,30.65,7342514947246
Port Brianborough,2017-01-02 01:06:53,7.13,0292658707183
Markborough,2017-01-01 20:35:09,25.64,6143255881179
North Sandra,2017-01-02 21:03:38,14.76,8559538297021
Suzanneborough,2017-01-01 23:53:22,43.76,0574474855966
Markborough,2017-01-01 21:07:10,36.56,1486611409705
West Robertchester,2017-01-03 05:15:58,28.66,5751599683178
North Erikaport,2017-01-02 13:00:21,6.51,0353906363985
Karenfurt,2017-01-02 23:08:18,21.41,1219739563291
New Christina,2017-01-01 20:57:41,37.93,4604218036743
Johnsonburgh,2017-01-02 03:47:18,8.65,1842113178066
West Nathanville,2017-01-02 07:09:00,36.28,9523608530102
East Karenmouth,2017-01-03 05:02:25,26.82,6483740087267
Lake Charlesside,2017-01-01 06:39:23,32.57,4084680019688
Port Albert,2017-01-02 02:42:18,21.54,5826754436330
Port Stacyfort,2017-01-02 00:28:22,35.65,6441077517291
West Kennethland,2017-01-02 06:41:42,19.67,6116319989418
Curtismouth,2017-01-01 02:42:44,14.09,8887693476969
New Catherine,2017-01-03 08:41:43,19.99,9761584418094
Johnsonburgh,2017-01-03 02:11:16,12.2,7978807782272
Karenfurt,2017-01-02 15:10:17,30.42,8173474759735
South Mariahaven,2017-01-02 06:10:10,32.79,3316586049515
West Nancy,2017-01-02 23:32:38,43.43,1043876243729
Lake Charlesside,2017-01-01 11:59:00,10.24,3858567635220
Marychester,2017-01-01 03:44:13,6.14,9005210066458
Port Sandraport,2017-01-02 10:59:46,40.02,9363188611224
New Charlotte,2017-01-01 08:00:00,42.45,1320456423666
Scottside,2017-01-01 11:22:33,29.62,2036771645407
Theresaland,2017-01-03 00:22:44,28.39,4839900538179
Marychester,2017-01-02 15:44:41,41.59,0183506800043
North Rachaelberg,2017-01-01 13:41:32,36.48,2690297100972
West Robertchester,2017-01-02 01:11:50,14.79,7929383203316
Port Stacyfort,2017-01-02 13:07:16,23.19,9407778473929
North Erikaport,2017-01-02 17:56:37,22.76,7942220188553
East Jermaine,2017-01-01 21:19:25,35.14,6653407857773
Curtismouth,2017-01-01 18:09:36,22.58,7148354897457
West Nancy,2017-01-01 13:40:47,11.46,9563328616366
North Krystal,2017-01-01 05:10:37,15.04,4529737344639
Port Angelaberg,2017-01-02 05:26:44,39.28,0677223882197
Melissaborough,2017-01-02 13:23:57,7.49,9465996268581
Marychester,2017-01-03 02:49:29,44.97,8533623743747
West Lanceview,2017-01-01 09:45:58,12.97,6905539152074
Lake David,2017-01-02 03:43:57,28.29,7547425335063
Catherinebury,2017-01-01 18:16:08,25.55,7731690119903
East Karenmouth,2017-01-02 20:35:00,9.26,3336136882164
New Adrian,2017-01-01 23:36:06,16.45,9775388909405
South John,2017-01-02 13:54:05,31.49,1700682070238
East Jermaine,2017-01-01 19:38:47,24.09,6802130580889
Jillmouth,2017-01-02 21:15:54,25.99,5295667047009
Whitneyfurt,2017-01-02 06:46:08,28.47,0500522301895
South Mary,2017-01-01 02:07:12,34.78,7235860592645
Alexisfort,2017-01-03 05:49:03,17.43,4738803473320
New Charlotte,2017-01-01 05:37:43,29.88,3553416167227
New Katherine,2017-01-01 01:37:59,42.81,6861024908703
New Catherine,2017-01-01 13:33:34,42.09,6738712028190
West Lanceview,2017-01-03 08:47:38,38.05,4057331995105
Lake Robertstad,2017-01-03 03:53:27,35.26,9425567506733
North Erikaport,2017-01-02 21:53:22,20.54,8171877531828
North Karenfort,2017-01-03 04:14:48,31.36,1235210110204
Port Sandraport,2017-01-02 08:46:07,12.26,7850622089432
Suzanneborough,2017-01-01 21:30:51,6.91,9996133312800
Whitneyfurt,2017-01-03 08:20:16,15.53,4827123484625
East Karenmouth,2017-01-02 13:42:27,24.34,9622879819142
Port Angelaberg,2017-01-02 01:04:22,20.0,0630269102322
Catherinebury,2017-01-02 10:45:22,20.78,4601532938579
East Rose,2017-01-01 07:18:33,15.71,7287345466729
New Jonathanberg,2017-01-01 01:04:47,29.61,9520973148895
North Sandra,2017-01-01 03:59:37,15.63,8238133800316
Thomashaven,2017-01-03 05:17:42,30.59,6384530931954
North Audreyfort,2017-01-01 01:13:30,7.75,7500314652931
New Adrian,2017-01-02 10:21:59,31.25,2482229066261
East Karenmouth,2017-01-02 00:54:47,13.46,0806353208793
New Jasonfort,2017-01-01 09:40:40,29.22,6243397378640
East Karenmouth,2017-01-01 18:04:33,13.77,9342337502378
Port Sandraport,2017-01-02 13:32:01,24.94,6869137658508
Thomashaven,2017-01-01 06:40:52,43.15,6569057622053
Karenfurt,2017-01-02 22:14:16,20.65,0048458607747
Alexisfort,2017-01-03 02:24:25,16.97,2956896066881
West Nancy,2017-01-02 19:23:00,39.29,8754224475886
Mcdonaldfort,2017-01-01 23:42:36,34.76,1042396999062
Smithland,2017-01-01 00:16:05,33.0,4896330319310
Michaelfurt,2017-01-02 11:13:58,38.1,2503767046765
New Shawnville,2017-01-02 18:50:53,29.49,5229735557695
Port Stacyfort,2017-01-03 12:21:30,43.46,8276067563501
Mcdonaldfort,2017-01-01 13:11:10,23.4,5993168373060
North Erikaport,2017-01-02 22:09:36,39.71,1301549130685
Tammyburgh,2017-01-02 00:43:50,10.64,9221421228793
Thomashaven,2017-01-03 00:03:17,36.43,9104049087488
North Audreyfort,2017-01-02 09:56:35,20.96,1237887472159
West Nathanville,2017-01-03 11:10:18,37.63,3659833727348
North Krystal,2017-01-01 13:16:53,15.59,9073655642377
Suzanneborough,2017-01-01 23:21:51,15.18,6047516825714
New Charlotte,2017-01-03 09:34:58,11.61,9143637154188
Theresaland,2017-01-03 02:13:39,39.47,2635412825231
Port Meghanton,2017-01-03 09:25:25,19.52,2688409561797
East James,2017-01-01 01:59:07,10.63,4338714015406
North Karenfort,2017-01-02 08:14:37,22.2,3005844239224
Melissaborough,2017-01-01 14:50:53,16.79,0208766967340
New Adrian,2017-01-01 00:29:03,38.26,1406779849083
Turnershire,2017-01-01 22:04:40,37.04,3706764282566
New Christina,2017-01-03 07:18:22,31.21,2965166877683
Port Stacyfort,2017-01-01 06:11:29,30.79,7395356907053
New Adrian,2017-01-02 14:47:45,29.41,9324584285099
Port Meghanton,2017-01-02 10:06:50,44.33,6876883705585
Whitneyfurt,2017-01-02 14:41:46,22.09,9357827281015
Brianfurt,2017-01-02 05:39:29,11.88,4768818838593
New Adrian,2017-01-01 01:50:33,23.64,9984934498793
North Rachaelberg,2017-01-02 16:02:26,5.57,3808705006405
North Karenfort,2017-01-03 04:55:44,30.23,9970835379705
Lake Charlesside,2017-01-02 17:59:10,25.77,1647820372826
Lake Charlesside,2017-01-02 19:57:40,27.63,1111096374001
New Holly,2017-01-01 19:42:08,29.18,5719534771984
Lake Robertstad,2017-01-03 05:11:18,6.29,6310674780721
Joefort,2017-01-01 06:58:21,21.4,4187433773247
New Robin,2017-01-02 17:00:33,11.49,0174139603767
New Catherine,2017-01-02 02:39:38,42.9,3902594949581
Markborough,2017-01-03 05:31:41,20.28,1649000729871
Karenfurt,2017-01-02 02:02:18,23.59,2774948582918
Lake David,2017-01-02 22:27:32,25.3,2156629481336
South Mary,2017-01-01 15:22:23,18.63,6969795803316
Suzanneborough,2017-01-01 19:37:42,5.53,5655129107441
Thomashaven,2017-01-03 06:08:37,37.33,7354897276776
New Timothy,2017-01-01 14:12:34,27.61,4393573906555
Alexisfort,2017-01-02 20:15:46,42.42,9275202473308
Michaelfurt,2017-01-03 06:48:34,36.21,4023772608591
Port Stacyfort,2017-01-01 11:03:36,42.97,4093804287209
New Robin,2017-01-02 16:57:10,23.34,9140093064884
Melissaborough,2017-01-02 18:05:59,41.98,1417330615436
North Erikaport,2017-01-02 03:12:53,23.06,9902812365760
Piercetown,2017-01-02 20:18:56,44.57,2924240612978
Catherinebury,2017-01-02 09:26:19,38.29,2113794173862
Mcdonaldfort,2017-01-02 00:19:34,36.0,4251571599455
Scottside,2017-01-02 09:28:24,25.4,5298276818060
Port Angelaberg,2017-01-01 11:23:48,32.82,8768410983741
Lindseymouth,2017-01-01 11:13:44,42.47,1475733785491
New Catherine,2017-01-02 19:36:05,5.49,3286432330312
East Karenmouth,2017-01-01 08:16:17,35.92,5949420965337
Joefort,2017-01-03 02:20:04,20.23,8026743563581
East Rose,2017-01-02 12:25:36,29.67,7931836560082
Joefort,2017-01-02 02:20:26,9.01,7486568748425
New Shawnville,2017-01-02 22:10:41,41.95,3250201195471
North Audreyfort,2017-01-02 06:19:19,6.42,4504004336135
New Timothy,2017-01-01 20:21:32,44.63,1276654035975
Port Meghanton,2017-01-02 01:28:41,14.81,7074870956944
Port Meghanton,2017-01-01 09:26:07,7.85,3066851447972
North Erikaport,2017-01-02 22:06:32,8.68,2195347092240
Brianfurt,2017-01-02 22:18:55,17.87,1639171845920
Smithland,2017-01-01 13:54:20,4.11,0124082221105
Brianfurt,2017-01-01 11:20:59,12.17,1433304064499
Mathewfurt,2017-01-02 03:55:51,17.42,3722096518357
Marychester,2017-01-02 11:41:23,32.29,1852922801789
West Kennethland,2017-01-01 23:50:17,4.11,5504874317837
Lake David,2017-01-02 12:55:38,6.14,5859249167839
Mathewfurt,2017-01-01 12:14:02,10.24,6595880849558
South Mary,2017-01-01 02:58:14,16.28,7242475926727
Port Stacyfort,2017-01-03 00:21:46,33.75,1073210757766
New Charlotte,2017-01-03 06:14:40,44.44,2620691353780
Markborough,2017-01-02 10:10:13,44.39,7370514387069
Joefort,2017-01-02 02:44:17,9.58,5174163885691
Curtismouth,2017-01-01 23:06:18,28.32,9877342000989
Brianfurt,2017-01-02 05:35:05,8.36,5588692405211
Curtismouth,2017-01-01 10:52:15,42.31,2451920294020
Floresbury,2017-01-01 23:46:31,10.71,0297502122174
Port Brianborough,2017-01-01 05:33:48,15.32,9621916590556
New Shawnville,2017-01-01 16:27:27,7.4,2357361906747
East Rose,2017-01-02 13:16:28,26.04,5164469428302
Jamesbury,2017-01-01 03:04:13,34.71,7053400605354
North Erikaport,2017-01-01 23:43:07,38.58,6970780448221
New Robin,2017-01-01 02:09:43,4.92,8549702960196
Jamesbury,2017-01-01 23:43:19,33.53,7865258242250
Lake Charlesside,2017-01-02 08:57:54,43.83,2134241926060
Karenfurt,2017-01-02 09:07:26,24.2,3120049625167
East James,2017-01-02 13:44:14,12.58,3558059508505
Turnershire,2017-01-01 05:28:53,38.24,3757595312175
Jillmouth,2017-01-01 22:32:37,26.48,7075954990304
Turnershire,2017-01-01 04:10:52,5.49,5651261740447
Port Meghanton,2017-01-02 00:12:03,40.77,8880614806555
Curtismouth,2017-01-01 15:32:21,13.93,6837920479258
North Audreyfort,2017-01-01 09:30:07,44.37,1691562964276
Catherinebury,2017-01-03 02:48:19,27.93,6967031363129
Catherinebury,2017-01-01 06:21:45,19.3,1042606173725
West Robertchester,2017-01-02 17:51:51,8.38,6912451477369
Curtismouth,2017-01-02 15:07:46,33.2,1971175207329
New Robin,2017-01-01 22:27:34,16.44,9916320554134
Markborough,2017-01-02 22:04:29,12.64,2457861348020
New Jasonfort,2017-01-01 07:56:01,21.06,7686471509506
New Jonathanberg,2017-01-01 18:25:49,27.67,6923137436983
Curtismouth,2017-01-02 20:15:22,39.02,2775805136466
Lindseymouth,2017-01-02 16:12:51,33.69,7612084248341
West Kennethland,2017-01-02 19:39:39,22.97,9624452162331
Lake Charlesside,2017-01-03 01:24:25,10.35,6972070422669
Thomashaven,2017-01-02 14:19:43,39.72,8168592918980
New Robin,2017-01-01 01:49:09,40.79,8423955707862
Tammyburgh,2017-01-01 12:39:10,9.88,6250336876297
East Jermaine,2017-01-01 09:10:05,10.67,1375468281742
South John,2017-01-03 03:01:57,20.4,1605479554321
Evansburgh,2017-01-01 16:12:47,15.3,9734991433851
North Audreyfort,2017-01-02 09:15:56,40.35,8656784641971
Evansburgh,2017-01-03 07:09:24,44.53,7552464086050
North Krystal,2017-01-02 10:50:38,29.23,6591178135020
Mathewfurt,2017-01-01 22:42:53,16.19,3032417371326
East Jermaine,2017-01-03 10:00:20,19.4,9006276620141
Port Albert,2017-01-03 04:58:21,14.16,8781596136183
Michaelfurt,2017-01-02 19:09:30,35.51,8579955110796
South Mariahaven,2017-01-02 06:53:06,44.36,9374859705333
Floresbury,2017-01-03 10:09:51,19.71,5770066775161
Jamesbury,2017-01-01 00:32:49,27.57,6696381087590
East James,2017-01-02 09:08:01,32.74,0724099207767
Curtismouth,2017-01-03 10:31:50,22.39,1149194376139
New Christina,2017-01-03 11:33:43,29.06,6482726327335
New Holly,2017-01-03 07:51:17,44.4,2309732173074
South John,2017-01-03 09:29:53,14.73,7320144220625
Piercetown,2017-01-02 18:05:05,33.97,8675589571498
Thomashaven,2017-01-03 08:03:24,7.99,4533225629566
East Rose,2017-01-03 10:15:38,17.58,9940881523193
New Robin,2017-01-02 01:37:40,37.84,1145569873487
Mathewfurt,2017-01-02 01:06:31,20.85,3399654306185
East James,2017-01-03 07:56:39,18.48,4470649817295
West Robertchester,2017-01-02 16:28:54,13.44,6345442054933
Melissaborough,2017-01-01 00:15:07,18.25,5183462885028
Turnershire,2017-01-01 21:11:25,41.43,6399970722468
Port Meghanton,2017-01-01 05:16:19,34.86,8338650782499
Lake Robertstad,2017-01-01 15:08:06,20.58,4534245522523
Port Meghanton,2017-01-03 01:16:40,4.28,1158619644388
West Nancy,2017-01-01 05:25:53,29.03,3008616390772
Johnsonburgh,2017-01-01 06:07:07,27.38,9883849502277
New Shawnville,2017-01-01 19:35:25,28.09,2013534655682
Scottside,2017-01-01 20:17:33,25.98,3222963154089
Turnershire,2017-01-01 22:11:48,32.35,9979082966058
Curtismouth,2017-01-03 09:43:00,28.95,3050553044690
Johnsonburgh,2017-01-03 00:46:27,22.09,6614428962136
South Mariahaven,2017-01-01 04:13:53,9.9,1753407827679
Karenfurt,2017-01-02 09:30:35,43.05,5171057947978
North Krystal,2017-01-02 11:17:41,44.28,7060617575073
New Catherine,2017-01-01 08:16:03,29.5,1032461042199
Port Stacyfort,2017-01-03 07:14:13,24.25,7175948946659
North Erikaport,2017-01-03 12:32:25,14.38,7823319576713
Jamesbury,2017-01-03 08:31:24,10.27,1808114085581
West Lanceview,2017-01-02 01:21:24,34.47,2752052805949
Lake Charlesside,2017-01-03 00:38:23,35.54,2062054124406
Jillmouth,2017-01-02 06:09:02,16.96,6815602629214
Port Meghanton,2017-01-02 09:38:49,21.21,5007515311367
Port Meghanton,2017-01-02 19:02:46,8.71,5079689657756
New Jonathanberg,2017-01-02 14:07:47,30.92,6367184040241
New Christina,2017-01-02 22:24:10,23.69,6934881996548
Curtismouth,2017-01-01 21:20:25,19.64,1473730937233
Port Sandraport,2017-01-01 15:31:13,18.98,4624154340346
North Audreyfort,2017-01-03 10:14:36,20.03,4173182753661
Suzanneborough,2017-01-02 05:55:31,4.85,5962262517687
New Jasonfort,2017-01-02 08:30:30,25.3,8304254917353
New Catherine,2017-01-01 06:17:18,39.9,5160746488281
Evansburgh,2017-01-02 06:18:19,28.86,2077180329304
Piercetown,2017-01-03 09:45:55,43.3,7669568587038
New Holly,2017-01-03 01:29:21,13.22,5239961081154
Port Brianborough,2017-01-01 06:21:15,44.98,4685391407926
Brianfurt,2017-01-01 00:45:14,34.79,8511890309521
Joefort,2017-01-02 19:48:45,15.14,5026459610466
North Erikaport,2017-01-01 02:15:47,31.69,5057501088506
New Adrian,2017-01-03 10:10:03,40.68,3374371932398
Floresbury,2017-01-03 02:50:07,37.7,5782152696984
Port Sandraport,2017-01-02 16:31:29,24.0,9840672364939
South Mariahaven,2017-01-01 18:42:02,31.36,0568466179604
Brianfurt,2017-01-02 05:16:13,19.17,6553532976038
North Krystal,2017-01-02 23:15:50,19.96,3218268262079
Port Michael,2017-01-01 06:01:09,13.83,6411517005831
East Rose,2017-01-02 17:18:43,5.28,8358765927004
North Audreyfort,2017-01-02 22:17:02,22.51,8795716449091
North Karenfort,2017-01-01 09:45:35,35.12,7878975254178
South John,2017-01-01 01:02:50,31.82,2929388427323
Scottside,2017-01-02 06:42:04,8.2,3215093768165
Curtismouth,2017-01-03 10:32:26,22.0,2235552205360
New Charlotte,2017-01-02 09:37:52,29.77,7442180071938
New Charlotte,2017-01-01 20:34:25,22.69,8405022607701
Turnershire,2017-01-02 11:27:19,27.17,9524243616084
Michaelfurt,2017-01-02 23:57:29,13.6,6729317590717
North Erikaport,2017-01-03 00:06:37,6.63,6992141169873
Suzanneborough,2017-01-01 17:52:30,38.84,1545847239712
North Krystal,2017-01-02 20:40:14,19.19,1827546492446
New Shawnville,2017-01-01 19:23:31,17.62,8537402049563
Markborough,2017-01-01 03:41:52,28.63,2980949272677
West Kennethland,2017-01-03 05:58:28,13.15,4568102326894
Port Stacyfort,2017-01-03 12:01:50,35.0,4591366738967
North Krystal,2017-01-01 03:16:31,33.45,7387931319764
Lake David,2017-01-01 14:35:26,36.02,0099162415999
South John,2017-01-03 03:58:01,33.39,3932351915603
Port Michael,2017-01-03 06:17:39,15.71,5775880694247
New Katherine,2017-01-02 16:10:33,19.35,7786396030618
Johnsonburgh,2017-01-01 16:34:27,8.13,6022099668668
North Sandra,2017-01-01 16:16:22,12.01,6999574780743
Catherinebury,2017-01-03 04:40:16,38.02,7062084127465
West Lanceview,2017-01-01 23:20:27,10.43,3062356559851
Whitneyfurt,2017-01-02 03:53:46,24.96,4044341076184
Tammyburgh,2017-01-01 14:13:26,23.97,0851102797493
Piercetown,2017-01-01 22:23:32,27.26,1380140446623
Thomashaven,2017-01-01 02:01:19,30.54,4284848016201
Karenfurt,2017-01-03 10:16:20,27.61,3087829158850
Mathewfurt,2017-01-03 10:33:12,16.11,1705244324293
Lake Charlesside,2017-01-03 05:25:44,24.51,7855390066944
Jamesbury,2017-01-03 12:18:39,44.57,0637344913729
Whitneyfurt,2017-01-01 02:02:47,18.78,8622016622407
Melissaborough,2017-01-01 10:29:55,37.81,0878587492286
West Nancy,2017-01-03 06:39:36,27.37,0101617976310
Jamesbury,2017-01-01 16:33:36,7.07,9592426131907
New Charlotte,2017-01-03 12:25:24,20.71,0020619358262
Jillmouth,2017-01-01 14:50:46,18.88,9019647435909
Port Michael,2017-01-01 05:55:45,4.25,9558602787252
Evansburgh,2017-01-02 09:51:32,20.01,1118261659291
Brianfurt,2017-01-01 19:59:15,21.8,2440392324182
North Rachaelberg,2017-01-02 08:00:13,37.74,1482210260303
West Kennethland,2017-01-03 02:54:37,37.32,7095514221617
New Katherine,2017-01-02 10:31:38,15.04,5848089197687
Brianfurt,2017-01-03 10:06:03,10.51,7813107263703
Evansburgh,2017-01-01 15:31:44,30.43,7022794818800
New Christina,2017-01-03 12:15:25,36.8,2874628487813
Port Sandraport,2017-01-03 11:33:58,14.09,7589119732024
East James,2017-01-03 09:10:15,24.24,4439400534864
New Charlotte,2017-01-01 23:58:51,27.21,8095246204901
Catherinebury,2017-01-01 18:43:49,16.08,5146844562207
Markborough,2017-01-01 07:00:01,27.78,8002378763756
Scottside,2017-01-02 13:00:08,11.68,6332202957023
North Sandra,2017-01-02 17:07:59,15.88,2154285733257
Smithland,2017-01-01 22:37:13,34.86,6767984846782
Brianfurt,2017-01-02 12:26:54,31.55,8901654274965
Joefort,2017-01-02 15:55:06,36.52,5361638767570
Markborough,2017-01-02 01:24:34,19.61,3781343202975
Johnsonburgh,2017-01-02 06:38:10,21.89,8501371342147
Brianfurt,2017-01-02 12:07:48,14.12,9361960907640
New Christina,2017-01-03 00:24:17,24.54,8712680648473
Michaelfurt,2017-01-01 04:14:39,19.43,3891679981021
Turnershire,2017-01-03 05:56:36,13.64,1586789097497
Lake Robertstad,2017-01-01 16:50:55,31.3,3718061364999
North Rachaelberg,2017-01-02 19:22:12,44.07,4374011763558
Joefort,2017-01-02 16:35:37,6.26,3049826236870
South Mary,2017-01-01 02:26:48,42.17,9075100543864
Brianfurt,2017-01-02 00:33:41,28.06,3148920809246
Michaelfurt,2017-01-01 14:44:47,9.74,2456598447730
Catherinebury,2017-01-01 06:06:01,23.39,6652308515447
Alexisfort,2017-01-01 11:39:15,38.33,3092566203244
New Charlotte,2017-01-03 05:14:01,19.37,8468233696865
Jillmouth,2017-01-01 23:19:39,36.42,8905727043991
New Katherine,2017-01-02 17:53:27,32.99,8176254185090
North Audreyfort,2017-01-03 04:46:22,41.74,2393409821962
Theresaland,2017-01-02 21:59:27,20.81,3967433454794
Suzanneborough,2017-01-02 15:49:11,16.72,9517166422955
East Jermaine,2017-01-01 21:14:24,29.54,5157015842981
New Adrian,2017-01-01 17:50:45,15.36,2233344763661
Suzanneborough,2017-01-02 22:53:20,25.48,3141962934600
South John,2017-01-01 10:23:22,10.51,4577579198835
New Katherine,2017-01-01 23:03:50,7.97,9340845770548
Port Brianborough,2017-01-02 09:27:37,12.07,6473503986654
Lindseymouth,2017-01-02 18:26:01,21.73,8897969312679
Marychester,2017-01-01 06:32:37,7.28,7349188745727
New Charlotte,2017-01-03 02:16:03,10.62,1482605506177
Thomashaven,2017-01-02 02:49:49,33.23,3401695497194
New Adrian,2017-01-02 02:13:01,42.64,7181544879161
North Karenfort,2017-01-02 13:11:45,16.24,6743382945197
Port Meghanton,2017-01-02 14:11:03,15.69,6244137819188
North Rachaelberg,2017-01-02 01:16:32,38.28,1915067035720
Lake David,2017-01-01 14:36:26,20.93,0676710621578
New Jasonfort,2017-01-02 21:55:19,31.74,3204498528894
New Robin,2017-01-01 06:25:17,18.55,2846033251280
Marychester,2017-01-03 08:53:17,6.26,3058319603488
Port Sandraport,2017-01-01 22:11:50,13.06,1987090004332
Port Meghanton,2017-01-03 03:23:43,16.38,0205779087140
Whitneyfurt,2017-01-03 04:30:40,29.5,0265922415121
Port Brianborough,2017-01-03 12:22:40,40.92,4923068981363
New Charlotte,2017-01-02 07:31:29,16.72,7943256481236
Port Albert,2017-01-01 08:39:29,16.58,0053840233947
New Catherine,2017-01-03 07:37:07,25.97,2396749693107
Thomashaven,2017-01-03 08:46:10,26.79,3126110803984
New Charlotte,2017-01-01 00:16:24,6.82,6143146083903
Jamesbury,2017-01-02 07:25:52,4.41,7480763142231
New Adrian,2017-01-02 04:17:33,44.97,7564477331768
East Jermaine,2017-01-03 02:19:50,27.58,5490563757711
New Christina,2017-01-01 14:44:11,10.96,4741805045716
Tammyburgh,2017-01-01 07:25:05,32.9,3093940598123
Joefort,2017-01-01 19:02:35,6.15,0152020215992
New Holly,2017-01-01 07:34:59,22.54,9971257638593
Scottside,2017-01-03 00:47:15,22.43,7535996153117
East James,2017-01-03 05:39:04,42.93,5978990722088
