M_ID,station,date,prcp,tobs
1556,USC00519397,2014-07-05,0.02,76
1557,USC00519397,2014-07-06,0.05,76
1558,USC00519397,2014-07-07,0.0,78
1559,USC00519397,2014-07-08,0.0,80
1560,USC00519397,2014-07-09,0.01,78
1561,USC00519397,2014-07-10,0.0,79
1562,USC00519397,2014-07-11,0.0,80
1563,USC00519397,2014-07-12,0.0,81
1564,USC00519397,2014-07-13,0.0,80
1565,USC00519397,2014-07-14,0.0,81
1566,USC00519397,2014-07-15,0.0,80
1567,USC00519397,2014-07-16,0.03,77
1568,USC00519397,2014-07-17,0.05,75
1569,USC00519397,2014-07-18,0.05,79
1570,USC00519397,2014-07-19,0.0,79
1571,USC00519397,2014-07-20,1.09,77
1572,USC00519397,2014-07-21,0.0,81
1573,USC00519397,2014-07-22,0.0,78
1574,USC00519397,2014-07-23,0.01,81
1575,USC00519397,2014-07-24,0.0,79
1576,USC00519397,2014-07-25,0.0,80
1577,USC00519397,2014-07-26,0.0,80
1578,USC00519397,2014-07-27,0.79,81
1579,USC00519397,2014-07-28,0.0,79
1580,USC00519397,2014-07-29,0.0,80
1581,USC00519397,2014-07-30,0.0,79
1582,USC00519397,2014-07-31,0.0,80
1583,USC00519397,2014-08-01,0.0,80
1584,USC00519397,2014-08-02,0.0,80
1585,USC00519397,2014-08-03,0.0,81
1586,USC00519397,2014-08-04,0.0,81
1587,USC00519397,2014-08-05,0.0,80
1588,USC00519397,2014-08-06,0.01,78
1589,USC00519397,2014-08-07,0.15,80
1590,USC00519397,2014-08-10,0.0,78
1591,USC00519397,2014-08-11,0.0,74
1592,USC00519397,2014-08-12,0.0,76
1593,USC00519397,2014-08-13,0.0,81
1594,USC00519397,2014-08-14,0.06,80
1595,USC00519397,2014-08-15,0.0,80
1596,USC00519397,2014-08-16,0.0,79
1597,USC00519397,2014-08-17,0.0,79
1598,USC00519397,2014-08-18,0.0,80
1599,USC00519397,2014-08-19,0.0,77
1600,USC00519397,2014-08-20,0.0,79
1601,USC00519397,2014-08-21,0.0,80
1602,USC00519397,2014-08-22,0.0,80
1603,USC00519397,2014-08-23,0.0,79
1604,USC00519397,2014-08-24,0.08,75
1605,USC00519397,2014-08-25,0.01,78
1606,USC00519397,2014-08-26,0.05,77
1607,USC00519397,2014-08-27,0.01,80
1608,USC00519397,2014-08-28,0.01,81
1609,USC00519397,2014-08-29,0.0,81
1610,USC00519397,2014-08-30,0.0,80
1611,USC00519397,2014-08-31,0.0,76
1612,USC00519397,2014-09-01,0.0,77
1613,USC00519397,2014-09-02,0.0,81
1614,USC00519397,2014-09-03,0.0,80
1615,USC00519397,2014-09-04,0.04,74
1616,USC00519397,2014-09-05,0.39,78
1617,USC00519397,2014-09-07,0.0,78
1618,USC00519397,2014-09-08,0.0,83
1619,USC00519397,2014-09-09,0.0,81
1620,USC00519397,2014-09-10,0.0,79
1621,USC00519397,2014-09-11,0.0,79
1622,USC00519397,2014-09-12,0.0,78
1623,USC00519397,2014-09-13,0.0,80
1624,USC00519397,2014-09-14,0.0,73
1625,USC00519397,2014-09-15,0.01,80
1626,USC00519397,2014-09-16,0.0,83
1627,USC00519397,2014-09-17,0.0,76
1628,USC00519397,2014-09-18,0.0,77
1629,USC00519397,2014-09-19,0.04,76
1630,USC00519397,2014-09-20,0.05,77
1631,USC00519397,2014-09-21,0.01,83
1632,USC00519397,2014-09-22,0.0,84
1633,USC00519397,2014-09-23,0.0,83
1634,USC00519397,2014-09-24,0.0,84
1635,USC00519397,2014-09-25,0.1,83
1636,USC00519397,2014-09-26,0.0,85
1637,USC00519397,2014-09-27,0.04,78
1638,USC00519397,2014-09-28,0.01,82
1639,USC00519397,2014-09-29,0.02,83
1640,USC00519397,2014-09-30,0.18,79
1641,USC00519397,2014-10-01,0.37,78
1642,USC00519397,2014-10-02,0.0,83
1643,USC00519397,2014-10-03,0.0,82
1644,USC00519397,2014-10-04,0.0,81
1645,USC00519397,2014-10-05,0.0,82
1646,USC00519397,2014-10-06,0.24,77
1647,USC00519397,2014-10-07,1.22,79
1648,USC00519397,2014-10-08,0.0,82
1649,USC00519397,2014-10-09,0.0,82
1650,USC00519397,2014-10-10,0.0,81
1651,USC00519397,2014-10-11,0.0,81
1652,USC00519397,2014-10-12,0.0,80
1653,USC00519397,2014-10-13,0.06,80
1654,USC00519397,2014-10-14,0.01,80
1655,USC00519397,2014-10-15,0.04,81
1656,USC00519397,2014-10-16,0.0,80
1657,USC00519397,2014-10-17,0.0,82
1658,USC00519397,2014-10-18,0.02,83
1659,USC00519397,2014-10-20,2.1,82
1660,USC00519397,2014-10-21,0.0,80
1661,USC00519397,2014-10-22,0.05,80
1662,USC00519397,2014-10-23,0.23,80
1663,USC00519397,2014-10-24,0.0,79
1664,USC00519397,2014-10-25,0.0,78
1665,USC00519397,2014-10-26,0.0,79
1666,USC00519397,2014-10-27,0.0,78
1667,USC00519397,2014-10-28,0.0,81
1668,USC00519397,2014-10-29,0.01,80
1669,USC00519397,2014-10-30,0.05,79
1670,USC00519397,2014-10-31,0.02,77
1671,USC00519397,2014-11-01,0.04,79
1672,USC00519397,2014-11-02,0.0,77
1673,USC00519397,2014-11-03,0.0,81
1674,USC00519397,2014-11-04,0.0,76
1675,USC00519397,2014-11-05,0.14,75
1676,USC00519397,2014-11-06,0.1,77
1677,USC00519397,2014-11-07,0.0,75
1678,USC00519397,2014-11-08,0.09,71
1679,USC00519397,2014-11-09,0.0,70
1680,USC00519397,2014-11-10,0.0,69
1681,USC00519397,2014-11-11,0.0,70
1682,USC00519397,2014-11-12,0.05,72
1683,USC00519397,2014-11-13,0.0,73
1684,USC00519397,2014-11-14,0.0,76
1685,USC00519397,2014-11-15,0.62,77
1686,USC00519397,2014-11-16,0.01,72
1687,USC00519397,2014-11-17,0.0,76
1688,USC00519397,2014-11-18,0.0,76
1689,USC00519397,2014-11-19,0.0,78
1690,USC00519397,2014-11-20,0.08,76
1691,USC00519397,2014-11-21,0.0,78
1692,USC00519397,2014-11-22,0.0,77
1693,USC00519397,2014-11-23,0.0,70
1694,USC00519397,2014-11-24,0.04,74
1695,USC00519397,2014-11-25,0.0,73
1696,USC00519397,2014-11-26,0.0,75
1697,USC00519397,2014-11-27,0.0,75
1698,USC00519397,2014-11-28,0.0,76
1699,USC00519397,2014-11-29,0.0,74
1700,USC00519397,2014-11-30,0.01,74
1701,USC00519397,2014-12-01,0.0,73
1702,USC00519397,2014-12-02,0.02,73
1703,USC00519397,2014-12-03,0.15,71
1704,USC00519397,2014-12-04,0.09,72
1705,USC00519397,2014-12-05,0.0,71
1706,USC00519397,2014-12-06,0.0,68
1707,USC00519397,2014-12-07,0.0,65
1708,USC00519397,2014-12-08,0.0,69
1709,USC00519397,2014-12-09,0.0,70
1710,USC00519397,2014-12-10,0.0,70
1711,USC00519397,2014-12-11,0.05,74
1712,USC00519397,2014-12-12,0.01,71
1713,USC00519397,2014-12-13,0.0,74
1714,USC00519397,2014-12-14,0.03,73
1715,USC00519397,2014-12-15,0.02,72
1716,USC00519397,2014-12-16,0.01,74
1717,USC00519397,2014-12-17,0.01,72
1718,USC00519397,2014-12-18,0.0,74
1719,USC00519397,2014-12-19,0.0,75
1720,USC00519397,2014-12-20,0.0,74
1721,USC00519397,2014-12-21,0.0,70
1722,USC00519397,2014-12-22,0.0,74
1723,USC00519397,2014-12-23,0.93,70
1724,USC00519397,2014-12-24,0.04,66
1725,USC00519397,2014-12-25,0.02,61
1726,USC00519397,2014-12-26,0.0,63
1727,USC00519397,2014-12-27,0.0,63
1728,USC00519397,2014-12-28,0.0,63
1729,USC00519397,2014-12-29,0.0,63
1730,USC00519397,2014-12-30,0.0,67
1731,USC00519397,2014-12-31,0.05,56
1732,USC00519397,2015-01-01,0.0,63
1733,USC00519397,2015-01-02,0.04,65
1734,USC00519397,2015-01-03,0.86,62
1735,USC00519397,2015-01-04,0.02,58
1736,USC00519397,2015-01-05,0.0,58
1737,USC00519397,2015-01-06,0.02,64
1738,USC00519397,2015-01-07,0.0,63
1739,USC00519397,2015-01-08,0.0,64
1740,USC00519397,2015-01-09,0.0,64
1741,USC00519397,2015-01-10,0.0,65
1742,USC00519397,2015-01-11,0.0,64
1743,USC00519397,2015-01-12,0.0,64
1744,USC00519397,2015-01-13,0.0,62
1745,USC00519397,2015-01-14,0.0,68
1746,USC00519397,2015-01-15,0.0,74
1747,USC00519397,2015-01-16,0.0,71
1748,USC00519397,2015-01-17,0.0,69
1749,USC00519397,2015-01-18,0.0,63
1750,USC00519397,2015-01-19,0.0,66
1751,USC00519397,2015-01-20,0.0,65
1752,USC00519397,2015-01-21,0.0,64
1753,USC00519397,2015-01-22,0.0,64
1754,USC00519397,2015-01-23,0.0,69
1755,USC00519397,2015-01-24,0.2,68
1756,USC00519397,2015-01-25,0.03,68
1757,USC00519397,2015-01-26,0.0,70
1758,USC00519397,2015-01-27,0.0,72
1759,USC00519397,2015-01-28,0.0,70
1760,USC00519397,2015-01-29,0.0,74
1761,USC00519397,2015-01-30,0.0,63
1762,USC00519397,2015-01-31,0.0,64
1763,USC00519397,2015-02-01,0.0,68
1764,USC00519397,2015-02-02,0.0,74
1765,USC00519397,2015-02-03,0.0,76
1766,USC00519397,2015-02-04,0.01,72
1767,USC00519397,2015-02-05,0.19,67
1768,USC00519397,2015-02-06,0.0,62
1769,USC00519397,2015-02-07,0.0,64
1770,USC00519397,2015-02-08,0.0,61
1771,USC00519397,2015-02-09,0.0,73
1772,USC00519397,2015-02-10,0.1,71
1773,USC00519397,2015-02-11,0.0,72
1774,USC00519397,2015-02-12,0.0,64
1775,USC00519397,2015-02-13,0.0,74
1776,USC00519397,2015-02-14,0.08,76
1777,USC00519397,2015-02-15,0.46,58
1778,USC00519397,2015-02-16,0.0,64
1779,USC00519397,2015-02-17,0.0,69
1780,USC00519397,2015-02-18,0.0,67
1781,USC00519397,2015-02-19,0.01,71
1782,USC00519397,2015-02-20,0.01,73
1783,USC00519397,2015-02-21,0.24,63
1784,USC00519397,2015-02-22,0.0,70
1785,USC00519397,2015-02-23,0.0,73
1786,USC00519397,2015-02-24,0.0,69
1787,USC00519397,2015-02-25,0.0,73
1788,USC00519397,2015-02-26,0.0,70
1789,USC00519397,2015-02-27,0.0,71
1790,USC00519397,2015-02-28,0.0,72
1791,USC00519397,2015-03-01,0.0,73
1792,USC00519397,2015-03-02,0.0,74
1793,USC00519397,2015-03-03,0.0,74
1794,USC00519397,2015-03-04,0.0,73
1795,USC00519397,2015-03-05,0.65,67
1796,USC00519397,2015-03-08,0.0,68
1797,USC00519397,2015-03-09,0.0,64
1798,USC00519397,2015-03-10,0.0,63
1799,USC00519397,2015-03-11,0.0,65
1800,USC00519397,2015-03-13,0.0,67
1801,USC00519397,2015-03-14,0.0,68
1802,USC00519397,2015-03-15,0.0,68
1803,USC00519397,2015-03-16,0.0,67
1804,USC00519397,2015-03-17,0.0,68
1805,USC00519397,2015-03-18,0.0,69
1806,USC00519397,2015-03-19,0.0,71
1807,USC00519397,2015-03-20,0.05,74
1808,USC00519397,2015-03-21,0.0,72
1809,USC00519397,2015-03-22,0.0,75
1810,USC00519397,2015-03-23,0.0,75
1811,USC00519397,2015-03-24,0.0,71
1812,USC00519397,2015-03-25,0.0,71
1813,USC00519397,2015-03-26,0.26,65
1814,USC00519397,2015-03-27,0.0,76
1815,USC00519397,2015-03-28,0.0,75
1816,USC00519397,2015-03-29,0.41,70
1817,USC00519397,2015-03-30,0.04,73
1818,USC00519397,2015-03-31,0.0,75
1819,USC00519397,2015-04-01,0.0,76
1820,USC00519397,2015-04-02,0.0,76
1821,USC00519397,2015-04-03,0.0,72
1822,USC00519397,2015-04-04,0.0,76
1823,USC00519397,2015-04-05,0.0,76
1824,USC00519397,2015-04-06,0.0,74
1825,USC00519397,2015-04-07,0.0,76
1826,USC00519397,2015-04-08,0.01,75
1827,USC00519397,2015-04-09,0.0,75
1828,USC00519397,2015-04-10,0.0,74
1829,USC00519397,2015-04-11,0.0,75
1830,USC00519397,2015-04-12,0.0,74
1831,USC00519397,2015-04-13,0.0,76
1832,USC00519397,2015-04-14,0.03,75
1833,USC00519397,2015-04-15,0.01,75
1834,USC00519397,2015-04-16,0.0,76
1835,USC00519397,2015-04-17,0.06,77
1836,USC00519397,2015-04-18,0.0,77
1837,USC00519397,2015-04-19,0.0,75
1838,USC00519397,2015-04-20,0.0,76
1839,USC00519397,2015-04-21,0.0,76
1840,USC00519397,2015-04-22,0.03,76
1841,USC00519397,2015-04-23,0.0,78
1842,USC00519397,2015-04-24,0.07,77
1843,USC00519397,2015-04-25,0.0,74
1844,USC00519397,2015-04-26,0.01,78
1845,USC00519397,2015-04-27,0.06,81
1846,USC00519397,2015-04-28,0.04,74
1847,USC00519397,2015-04-29,0.02,77
1848,USC00519397,2015-04-30,0.0,77
1849,USC00519397,2015-05-01,0.06,75
1850,USC00519397,2015-05-02,0.0,76
1851,USC00519397,2015-05-03,0.0,76
1852,USC00519397,2015-05-04,0.0,76
1853,USC00519397,2015-05-05,0.05,77
1854,USC00519397,2015-05-06,0.03,75
1855,USC00519397,2015-05-07,0.01,77
1856,USC00519397,2015-05-08,0.18,73
1857,USC00519397,2015-05-09,0.05,76
1858,USC00519397,2015-05-10,0.0,76
1859,USC00519397,2015-05-11,0.0,76
1860,USC00519397,2015-05-12,0.01,74
1861,USC00519397,2015-05-13,0.0,76
1862,USC00519397,2015-05-14,0.0,76
1863,USC00519397,2015-05-15,0.13,74
1864,USC00519397,2015-05-16,0.0,76
1865,USC00519397,2015-05-17,0.0,77
1866,USC00519397,2015-05-18,0.0,77
1867,USC00519397,2015-05-19,0.0,76
1868,USC00519397,2015-05-20,0.0,76
1869,USC00519397,2015-05-21,0.0,77
1870,USC00519397,2015-05-22,0.0,75
1871,USC00519397,2015-05-23,0.07,75
1872,USC00519397,2015-05-24,0.0,73
1873,USC00519397,2015-05-25,0.0,74
1874,USC00519397,2015-05-26,0.0,75
1875,USC00519397,2015-05-27,0.0,76
1876,USC00519397,2015-05-28,0.0,77
1877,USC00519397,2015-05-29,0.0,78
1878,USC00519397,2015-05-30,0.0,78
1879,USC00519397,2015-05-31,0.0,77
1880,USC00519397,2015-06-01,0.0,78
1881,USC00519397,2015-06-02,0.0,78
1882,USC00519397,2015-06-03,0.0,79
1883,USC00519397,2015-06-04,0.0,77
1884,USC00519397,2015-06-05,0.0,79
1885,USC00519397,2015-06-06,0.0,78
1886,USC00519397,2015-06-07,0.0,78
1887,USC00519397,2015-06-08,0.0,78
1888,USC00519397,2015-06-09,0.0,79
1889,USC00519397,2015-06-10,0.0,77
1890,USC00519397,2015-06-11,0.0,78
1891,USC00519397,2015-06-12,0.0,78
1892,USC00519397,2015-06-13,0.0,78
1893,USC00519397,2015-06-14,0.0,78
1894,USC00519397,2015-06-15,0.0,79
1895,USC00519397,2015-06-16,0.0,79
1896,USC00519397,2015-06-17,0.03,77
1897,USC00519397,2015-06-18,0.0,78
1898,USC00519397,2015-06-19,0.01,78
1899,USC00519397,2015-06-20,0.04,78
1900,USC00519397,2015-06-21,0.0,79
1901,USC00519397,2015-06-22,0.0,79
1902,USC00519397,2015-06-23,0.03,77
1903,USC00519397,2015-06-24,0.03,79
1904,USC00519397,2015-06-25,0.03,79
1905,USC00519397,2015-06-26,0.0,79
1906,USC00519397,2015-06-27,0.0,81
1907,USC00519397,2015-06-28,0.0,76
1908,USC00519397,2015-06-29,0.0,80
1909,USC00519397,2015-06-30,0.0,78
1910,USC00519397,2015-07-01,0.0,79
1911,USC00519397,2015-07-02,0.0,80
1912,USC00519397,2015-07-03,0.0,82
1913,USC00519397,2015-07-04,0.0,81
1914,USC00519397,2015-07-05,0.0,81
1915,USC00519397,2015-07-06,0.0,81
1916,USC00519397,2015-07-07,0.0,81
1917,USC00519397,2015-07-08,0.03,80
1918,USC00519397,2015-07-09,0.0,81
1919,USC00519397,2015-07-10,0.01,81
1920,USC00519397,2015-07-11,0.02,79
1921,USC00519397,2015-07-12,0.02,79
1922,USC00519397,2015-07-13,0.0,80
1923,USC00519397,2015-07-14,0.01,81
1924,USC00519397,2015-07-15,0.0,81
1925,USC00519397,2015-07-16,0.0,83
1926,USC00519397,2015-07-17,0.0,83
1927,USC00519397,2015-07-18,0.0,82
1928,USC00519397,2015-07-19,0.05,78
1929,USC00519397,2015-07-20,0.0,79
1930,USC00519397,2015-07-21,0.0,81
1931,USC00519397,2015-07-22,0.01,79
1932,USC00519397,2015-07-23,0.0,81
1933,USC00519397,2015-07-24,0.0,81
1934,USC00519397,2015-07-25,0.0,81
1935,USC00519397,2015-07-26,0.0,80
1936,USC00519397,2015-07-27,0.0,81
1937,USC00519397,2015-07-28,0.0,81
1938,USC00519397,2015-07-29,0.0,82
1939,USC00519397,2015-07-30,0.0,82
1940,USC00519397,2015-07-31,0.0,80
1941,USC00519397,2015-08-01,0.02,78
1942,USC00519397,2015-08-02,0.0,81
1943,USC00519397,2015-08-03,0.0,81
1944,USC00519397,2015-08-04,0.0,77
1945,USC00519397,2015-08-05,0.0,82
1946,USC00519397,2015-08-06,0.1,81
1947,USC00519397,2015-08-07,0.14,80
1948,USC00519397,2015-08-08,0.0,82
1949,USC00519397,2015-08-09,0.0,79
1950,USC00519397,2015-08-10,0.01,81
1951,USC00519397,2015-08-11,0.0,82
1952,USC00519397,2015-08-12,0.0,83
1953,USC00519397,2015-08-13,0.0,83
1954,USC00519397,2015-08-14,0.0,82
1955,USC00519397,2015-08-15,0.01,80
1956,USC00519397,2015-08-16,0.0,81
1957,USC00519397,2015-08-17,0.01,79
1958,USC00519397,2015-08-18,0.06,78
1959,USC00519397,2015-08-21,0.0,82
1960,USC00519397,2015-08-22,0.0,84
1961,USC00519397,2015-08-23,0.02,81
1962,USC00519397,2015-08-24,0.42,74
1963,USC00519397,2015-08-25,0.2,79
1964,USC00519397,2015-08-26,0.62,77
1965,USC00519397,2015-08-27,0.62,77
1966,USC00519397,2015-08-28,0.06,81
1967,USC00519397,2015-08-29,0.0,82
1968,USC00519397,2015-08-30,0.0,81
1969,USC00519397,2015-08-31,0.0,81
1970,USC00519397,2015-09-01,0.0,80
1971,USC00519397,2015-09-02,0.0,80
1972,USC00519397,2015-09-03,0.23,77
1973,USC00519397,2015-09-04,0.52,77
1974,USC00519397,2015-09-05,0.08,80
1975,USC00519397,2015-09-06,0.0,78
1976,USC00519397,2015-09-07,0.06,79
1977,USC00519397,2015-09-08,0.01,81
1978,USC00519397,2015-09-09,0.0,80
1979,USC00519397,2015-09-10,0.0,79
1980,USC00519397,2015-09-11,0.77,79
1981,USC00519397,2015-09-12,0.5,76
1982,USC00519397,2015-09-13,0.11,79
1983,USC00519397,2015-09-14,0.77,78
1984,USC00519397,2015-09-15,0.26,78
1985,USC00519397,2015-09-16,0.01,81
1986,USC00519397,2015-09-17,0.0,81
1987,USC00519397,2015-09-18,0.02,81
1988,USC00519397,2015-09-19,0.02,83
1989,USC00519397,2015-09-20,0.0,82
1990,USC00519397,2015-09-21,0.07,79
1991,USC00519397,2015-09-22,0.09,81
1992,USC00519397,2015-09-23,0.01,80
1993,USC00519397,2015-09-24,0.0,81
1994,USC00519397,2015-09-25,0.08,81
1995,USC00519397,2015-09-26,0.03,80
1996,USC00519397,2015-09-27,0.15,79
1997,USC00519397,2015-09-28,0.04,79
1998,USC00519397,2015-09-29,0.11,78
1999,USC00519397,2015-09-30,0.04,80
2000,USC00519397,2015-10-01,0.05,76
2001,USC00519397,2015-10-02,0.03,79
2002,USC00519397,2015-10-03,0.0,79
2003,USC00519397,2015-10-04,0.0,79
2004,USC00519397,2015-10-05,0.0,78
2005,USC00519397,2015-10-06,0.0,76
2006,USC00519397,2015-10-07,0.04,79
2007,USC00519397,2015-10-08,0.0,76
2008,USC00519397,2015-10-09,0.0,79
2009,USC00519397,2015-10-10,0.0,81
2010,USC00519397,2015-10-11,0.0,78
2011,USC00519397,2015-10-12,0.03,77
2012,USC00519397,2015-10-13,0.04,79
2013,USC00519397,2015-10-14,0.01,82
2014,USC00519397,2015-10-15,0.01,78
2015,USC00519397,2015-10-16,0.0,80
2016,USC00519397,2015-10-17,0.0,83
2017,USC00519397,2015-10-18,0.04,82
2018,USC00519397,2015-10-19,0.0,80
2019,USC00519397,2015-10-20,0.01,76
2020,USC00519397,2015-10-21,0.06,72
2021,USC00519397,2015-10-22,0.01,73
2022,USC00519397,2015-10-23,0.0,78
2023,USC00519397,2015-10-24,0.0,79
2024,USC00519397,2015-10-25,0.0,74
2025,USC00519397,2015-10-26,0.0,77
2026,USC00519397,2015-10-27,0.11,75
2027,USC00519397,2015-10-28,0.01,79
2028,USC00519397,2015-10-29,0.0,76
2029,USC00519397,2015-10-30,0.0,77
2030,USC00519397,2015-10-31,0.0,80
2031,USC00519397,2015-11-01,0.19,75
2032,USC00519397,2015-11-02,0.01,79
2033,USC00519397,2015-11-03,0.0,80
2034,USC00519397,2015-11-04,0.02,79
2035,USC00519397,2015-11-05,0.03,78
2036,USC00519397,2015-11-06,0.01,79
2037,USC00519397,2015-11-07,0.1,76
2038,USC00519397,2015-11-08,0.02,78
2039,USC00519397,2015-11-09,0.11,76
2040,USC00519397,2015-11-10,0.0,78
2041,USC00519397,2015-11-11,0.0,78
2042,USC00519397,2015-11-12,0.01,77
2043,USC00519397,2015-11-13,0.0,76
2044,USC00519397,2015-11-14,0.17,78
2045,USC00519397,2015-11-15,0.02,77
2046,USC00519397,2015-11-16,0.0,77
2047,USC00519397,2015-11-17,0.0,70
2048,USC00519397,2015-11-18,0.02,77
2049,USC00519397,2015-11-19,0.0,79
2050,USC00519397,2015-11-20,1.57,73
2051,USC00519397,2015-11-21,0.85,75
2052,USC00519397,2015-11-22,0.33,75
2053,USC00519397,2015-11-23,0.62,76
2054,USC00519397,2015-11-24,0.75,71
2055,USC00519397,2015-11-25,0.01,76
2056,USC00519397,2015-11-26,0.36,76
2057,USC00519397,2015-11-27,0.11,77
2058,USC00519397,2015-11-28,0.02,77
2059,USC00519397,2015-11-29,0.03,76
2060,USC00519397,2015-11-30,0.01,77
2061,USC00519397,2015-12-01,0.0,75
2062,USC00519397,2015-12-02,0.0,77
2063,USC00519397,2015-12-03,0.06,75
2064,USC00519397,2015-12-04,0.02,75
2065,USC00519397,2015-12-05,0.0,75
2066,USC00519397,2015-12-06,0.0,75
2067,USC00519397,2015-12-07,0.0,71
2068,USC00519397,2015-12-08,0.0,70
2069,USC00519397,2015-12-09,0.0,74
2070,USC00519397,2015-12-10,0.06,74
2071,USC00519397,2015-12-11,0.0,75
2072,USC00519397,2015-12-12,0.39,72
2073,USC00519397,2015-12-13,0.0,70
2074,USC00519397,2015-12-14,0.0,66
2075,USC00519397,2015-12-15,0.08,74
2076,USC00519397,2015-12-16,0.0,75
2077,USC00519397,2015-12-17,0.02,74
2078,USC00519397,2015-12-18,0.08,75
2079,USC00519397,2015-12-19,0.13,76
2080,USC00519397,2015-12-20,0.03,74
2081,USC00519397,2015-12-21,0.01,75
2082,USC00519397,2015-12-22,0.0,74
2083,USC00519397,2015-12-23,0.0,73
2084,USC00519397,2015-12-24,0.0,68
2085,USC00519397,2015-12-25,0.0,73
2086,USC00519397,2015-12-26,0.02,74
2087,USC00519397,2015-12-27,0.43,74
2088,USC00519397,2015-12-28,0.01,77
2089,USC00519397,2015-12-29,0.0,70
2090,USC00519397,2015-12-30,0.0,70
2091,USC00519397,2015-12-31,0.0,69
2092,USC00519397,2016-01-01,0.0,62
2093,USC00519397,2016-01-02,0.0,71
2094,USC00519397,2016-01-03,0.0,63
2095,USC00519397,2016-01-04,0.0,62
2096,USC00519397,2016-01-05,0.0,68
2097,USC00519397,2016-01-06,0.0,73
2098,USC00519397,2016-01-07,0.18,65
2099,USC00519397,2016-01-08,0.01,67
2100,USC00519397,2016-01-09,0.03,75
2101,USC00519397,2016-01-10,0.01,66
2102,USC00519397,2016-01-11,0.0,68
2103,USC00519397,2016-01-12,0.0,64
2104,USC00519397,2016-01-13,0.0,64
2105,USC00519397,2016-01-14,0.0,64
2106,USC00519397,2016-01-15,0.0,69
2107,USC00519397,2016-01-16,0.01,65
2108,USC00519397,2016-01-17,0.0,64
2109,USC00519397,2016-01-18,0.0,64
2110,USC00519397,2016-01-19,0.0,63
2111,USC00519397,2016-01-20,0.0,68
2112,USC00519397,2016-01-21,0.0,71
2113,USC00519397,2016-01-22,0.0,70
2114,USC00519397,2016-01-23,0.0,70
2115,USC00519397,2016-01-24,0.0,70
2116,USC00519397,2016-01-25,0.04,71
2117,USC00519397,2016-01-26,0.16,68
2118,USC00519397,2016-01-27,0.01,68
2119,USC00519397,2016-01-28,0.0,65
2120,USC00519397,2016-01-29,0.0,67
2121,USC00519397,2016-01-30,0.0,65
2122,USC00519397,2016-01-31,0.0,69
2123,USC00519397,2016-02-01,0.0,69
2124,USC00519397,2016-02-02,0.06,68
2125,USC00519397,2016-02-03,0.0,70
2126,USC00519397,2016-02-04,0.0,66
2127,USC00519397,2016-02-05,0.0,69
2128,USC00519397,2016-02-06,0.0,72
2129,USC00519397,2016-02-07,0.02,68
2130,USC00519397,2016-02-08,0.01,65
2131,USC00519397,2016-02-09,0.0,69
2132,USC00519397,2016-02-10,0.0,61
2133,USC00519397,2016-02-11,0.0,62
2134,USC00519397,2016-02-12,0.02,75
2135,USC00519397,2016-02-13,0.0,74
2136,USC00519397,2016-02-14,0.0,69
2137,USC00519397,2016-02-15,0.0,73
2138,USC00519397,2016-02-16,0.02,74
2139,USC00519397,2016-02-17,0.21,71
2140,USC00519397,2016-02-18,0.02,73
2141,USC00519397,2016-02-19,0.03,66
2142,USC00519397,2016-02-20,0.01,66
2143,USC00519397,2016-02-21,0.0,73
2144,USC00519397,2016-02-22,0.0,63
2145,USC00519397,2016-02-23,0.0,64
2146,USC00519397,2016-02-24,0.0,67
2147,USC00519397,2016-02-25,0.0,66
2148,USC00519397,2016-02-26,0.0,68
2149,USC00519397,2016-02-27,0.0,69
2150,USC00519397,2016-02-28,0.0,68
2151,USC00519397,2016-02-29,0.0,71
2152,USC00519397,2016-03-01,0.0,73
2153,USC00519397,2016-03-02,0.0,68
2154,USC00519397,2016-03-03,0.0,66
2155,USC00519397,2016-03-04,0.0,65
2156,USC00519397,2016-03-05,0.0,66
2157,USC00519397,2016-03-06,0.0,68
2158,USC00519397,2016-03-07,0.0,69
2159,USC00519397,2016-03-08,0.0,76
2160,USC00519397,2016-03-09,0.19,68
2161,USC00519397,2016-03-10,0.0,70
2162,USC00519397,2016-03-11,0.0,71
2163,USC00519397,2016-03-12,0.0,73
2164,USC00519397,2016-03-13,0.0,74
2165,USC00519397,2016-03-14,0.0,72
2166,USC00519397,2016-03-15,0.08,66
2167,USC00519397,2016-03-16,0.05,72
2168,USC00519397,2016-03-17,0.0,70
2169,USC00519397,2016-03-18,0.0,69
2170,USC00519397,2016-03-19,0.0,71
2171,USC00519397,2016-03-20,0.0,73
2172,USC00519397,2016-03-21,0.0,74
2173,USC00519397,2016-03-22,0.0,70
2174,USC00519397,2016-03-23,0.0,70
2175,USC00519397,2016-03-24,0.0,72
2176,USC00519397,2016-03-25,0.01,73
2177,USC00519397,2016-03-26,0.09,68
2178,USC00519397,2016-03-27,0.01,68
2179,USC00519397,2016-03-28,0.0,70
2180,USC00519397,2016-03-29,0.09,73
2181,USC00519397,2016-03-30,0.01,70
2182,USC00519397,2016-03-31,0.0,71
2183,USC00519397,2016-04-01,0.0,77
2184,USC00519397,2016-04-02,0.0,72
2185,USC00519397,2016-04-03,0.0,75
2186,USC00519397,2016-04-04,0.0,72
2187,USC00519397,2016-04-05,0.0,74
2188,USC00519397,2016-04-06,0.01,72
2189,USC00519397,2016-04-07,0.0,73
2190,USC00519397,2016-04-08,0.0,76
